Log file open, 02/06/23 12:47:29
[2023.02.06-12.47.36:737][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2023.02.06-12.47.36:737][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2023.02.06-12.47.36:737][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2023.02.06-12.47.36:738][  0]LogAudio: Display: Audio Device Manager Initialized
[2023.02.06-12.47.36:738][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2023.02.06-12.47.36:738][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.02.06-12.47.36:738][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.02.06-12.47.36:738][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.02.06-12.47.36:738][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.02.06-12.47.36:738][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.02.06-12.47.36:738][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.02.06-12.47.36:738][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.02.06-12.47.36:738][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2023.02.06-12.47.36:738][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.02.06-12.47.36:738][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.02.06-12.47.36:738][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.02.06-12.47.36:745][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.02.06-12.47.36:840][  0]LogAudioMixer: Display: Using Audio Hardware Device DELL S3422DWG (NVIDIA High Definition Audio)
[2023.02.06-12.47.36:840][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.02.06-12.47.36:842][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.02.06-12.47.36:842][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.02.06-12.47.36:843][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2023.02.06-12.47.36:843][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2023.02.06-12.47.36:844][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2023.02.06-12.47.36:844][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2023.02.06-12.47.36:844][  0]LogInit: FAudioDevice initialized.
[2023.02.06-12.47.36:844][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2023.02.06-12.47.36:856][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2023.02.06-12.47.36:863][  0]LogLiveCoding: Display: Starting LiveCoding
[2023.02.06-12.47.36:863][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: VoxelKeeperEditor Win64 Development
[2023.02.06-12.47.36:864][  0]LogLiveCoding: Display: First instance in process group "UE_VoxelKeeper_0x148761b1", spawning console
[2023.02.06-12.47.36:892][  0]LogLiveCoding: Display: Waiting for server
[2023.02.06-12.47.37:432][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2023.02.06-12.47.37:447][  0]LogInit: Transaction tracking system initialized
[2023.02.06-12.47.37:472][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2023.02.06-12.47.37:478][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.006564 seconds (Found 115 uncontrolled assets)
[2023.02.06-12.47.37:505][  0]BlueprintLog: New page: Editor Load
[2023.02.06-12.47.37:657][  0]LocalizationService: Localization service is disabled
[2023.02.06-12.47.37:685][  0]TimingProfiler: Initialize
[2023.02.06-12.47.37:685][  0]TimingProfiler: OnSessionChanged
[2023.02.06-12.47.37:685][  0]LoadingProfiler: Initialize
[2023.02.06-12.47.37:685][  0]LoadingProfiler: OnSessionChanged
[2023.02.06-12.47.37:685][  0]NetworkingProfiler: Initialize
[2023.02.06-12.47.37:685][  0]NetworkingProfiler: OnSessionChanged
[2023.02.06-12.47.37:685][  0]MemoryProfiler: Initialize
[2023.02.06-12.47.37:685][  0]MemoryProfiler: OnSessionChanged
[2023.02.06-12.47.38:025][  0]LogFileCache: Scanning file cache for directory 'C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/' took 0.00s
[2023.02.06-12.47.38:155][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2023.02.06-12.47.38:393][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2023.02.06-12.47.38:406][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2023.02.06-12.47.38:413][  0]SourceControl: Source control is disabled
[2023.02.06-12.47.38:413][  0]LogUnrealEdMisc: Loading editor; pre map load, took 9.804
[2023.02.06-12.47.38:416][  0]LogFactory: FactoryCreateFile: PackFactory with PackFactory (0 0 C:/Program Files/Epic Games/UE_5.1/FeaturePacks/StarterContent.upack)
[2023.02.06-12.47.38:419][  0]LogPackFactory: Finished extracting 8 files (including 0 errors).
[2023.02.06-12.47.38:450][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/HDRI/HDRI_Epic_Courtyard_Daylight.uasset"
[2023.02.06-12.47.38:455][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Ambient_Dust.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Particles/P_Ambient_Dust.uasset"
[2023.02.06-12.47.38:459][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Explosion.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Particles/P_Explosion.uasset"
[2023.02.06-12.47.38:463][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Fire.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Particles/P_Fire.uasset"
[2023.02.06-12.47.38:466][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Smoke.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Particles/P_Smoke.uasset"
[2023.02.06-12.47.38:469][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Blueprints/Blueprint_CeilingLight.uasset"
[2023.02.06-12.47.38:473][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Sparks.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Particles/P_Sparks.uasset"
[2023.02.06-12.47.38:476][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Particles/P_Steam_Lit.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Particles/P_Steam_Lit.uasset"
[2023.02.06-12.47.38:479][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Blueprints/Blueprint_Effect_Explosion.uasset"
[2023.02.06-12.47.38:481][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Blueprints/Blueprint_Effect_Fire.uasset"
[2023.02.06-12.47.38:484][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Blueprints/Blueprint_Effect_Smoke.uasset"
[2023.02.06-12.47.38:488][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Blueprints/Blueprint_Effect_Sparks.uasset"
[2023.02.06-12.47.38:490][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Blueprints/Blueprint_Effect_Steam.uasset"
[2023.02.06-12.47.38:494][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Blueprints/Blueprint_WallSconce.uasset"
[2023.02.06-12.47.38:498][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Blueprints/BP_LightStudio.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Blueprints/BP_LightStudio.uasset"
[2023.02.06-12.47.38:501][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/MaterialSphere.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/MaterialSphere.uasset"
[2023.02.06-12.47.38:505][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Bush.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Bush.uasset"
[2023.02.06-12.47.38:508][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Chair.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Chair.uasset"
[2023.02.06-12.47.38:511][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_CornerFrame.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_CornerFrame.uasset"
[2023.02.06-12.47.38:514][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Couch.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Couch.uasset"
[2023.02.06-12.47.38:517][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Door.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Door.uasset"
[2023.02.06-12.47.38:520][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_DoorFrame.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_DoorFrame.uasset"
[2023.02.06-12.47.38:523][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_GlassWindow.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_GlassWindow.uasset"
[2023.02.06-12.47.38:526][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset"
[2023.02.06-12.47.38:530][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Lamp_Wall.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Lamp_Wall.uasset"
[2023.02.06-12.47.38:533][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_PillarFrame.uasset"
[2023.02.06-12.47.38:536][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_PillarFrame300.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_PillarFrame300.uasset"
[2023.02.06-12.47.38:538][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Rock.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Rock.uasset"
[2023.02.06-12.47.38:542][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Shelf.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Shelf.uasset"
[2023.02.06-12.47.38:545][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Stairs.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Stairs.uasset"
[2023.02.06-12.47.38:548][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_Statue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_Statue.uasset"
[2023.02.06-12.47.38:552][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_TableRound.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_TableRound.uasset"
[2023.02.06-12.47.38:555][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Props/SM_WindowFrame.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Props/SM_WindowFrame.uasset"
[2023.02.06-12.47.38:558][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting.umap" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Maps/Advanced_Lighting.umap"
[2023.02.06-12.47.38:562][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Maps/Advanced_Lighting_BuiltData.uasset"
[2023.02.06-12.47.38:565][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Maps/Minimal_Default.umap"
[2023.02.06-12.47.38:570][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2023.02.06-12.47.38:574][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Maps/StarterMap.umap"
[2023.02.06-12.47.38:586][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2023.02.06-12.47.38:590][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Floor_400x400.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Floor_400x400.uasset"
[2023.02.06-12.47.38:596][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Pillar_50x500.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Pillar_50x500.uasset"
[2023.02.06-12.47.38:599][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/SM_AssetPlatform.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/SM_AssetPlatform.uasset"
[2023.02.06-12.47.38:602][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x200.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Wall_400x200.uasset"
[2023.02.06-12.47.38:605][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x300.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Wall_400x300.uasset"
[2023.02.06-12.47.38:608][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_400x400.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Wall_400x400.uasset"
[2023.02.06-12.47.38:610][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_500x500.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Wall_500x500.uasset"
[2023.02.06-12.47.38:613][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x300.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Wall_Door_400x300.uasset"
[2023.02.06-12.47.38:616][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Door_400x400.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Wall_Door_400x400.uasset"
[2023.02.06-12.47.38:619][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x300.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Wall_Window_400x300.uasset"
[2023.02.06-12.47.38:622][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Architecture/Wall_Window_400x400.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Architecture/Wall_Window_400x400.uasset"
[2023.02.06-12.47.38:625][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Collapse01.uasset"
[2023.02.06-12.47.38:629][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse02.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Collapse02.uasset"
[2023.02.06-12.47.38:631][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Collapse_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Collapse_Cue.uasset"
[2023.02.06-12.47.38:634][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Explosion01.uasset"
[2023.02.06-12.47.38:638][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion02.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Explosion02.uasset"
[2023.02.06-12.47.38:641][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Explosion_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Explosion_Cue.uasset"
[2023.02.06-12.47.38:645][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Fire01.uasset"
[2023.02.06-12.47.38:647][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire01_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Fire01_Cue.uasset"
[2023.02.06-12.47.38:651][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Fire_Sparks01.uasset"
[2023.02.06-12.47.38:654][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Fire_Sparks01_Cue.uasset"
[2023.02.06-12.47.38:657][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Light01.uasset"
[2023.02.06-12.47.38:660][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light01_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Light01_Cue.uasset"
[2023.02.06-12.47.38:663][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Light02.uasset"
[2023.02.06-12.47.38:666][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Light02_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Light02_Cue.uasset"
[2023.02.06-12.47.38:670][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Smoke01.uasset"
[2023.02.06-12.47.38:673][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Smoke01_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Smoke01_Cue.uasset"
[2023.02.06-12.47.38:676][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Background_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Starter_Background_Cue.uasset"
[2023.02.06-12.47.38:680][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Birds01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Starter_Birds01.uasset"
[2023.02.06-12.47.38:688][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Starter_Music01.uasset"
[2023.02.06-12.47.38:691][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Music_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Starter_Music_Cue.uasset"
[2023.02.06-12.47.38:696][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind05.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Starter_Wind05.uasset"
[2023.02.06-12.47.38:700][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Starter_Wind06.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Starter_Wind06.uasset"
[2023.02.06-12.47.38:705][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Steam01.uasset"
[2023.02.06-12.47.38:709][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Audio/Steam01_Cue.uasset" to "../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Content/StarterContent/Audio/Steam01_Cue.uasset"
